GP,Candidate,Score,Decision
TMB INDUSTRIES,MAT INDUSTRIES,85.71428571,
TMB INDUSTRIES,MPG INDUSTRIES,85.71428571,
TMB INDUSTRIES,MSP INDUSTRIES,85.71428571,
TRACE ENGINEERING,ERMACH ENGINEERING,85.71428571,
TRACE ENGINEERING,RADCON ENGINEERING,85.71428571,
TRATERM,TRATEME,85.71428571,
TRIER INDUSTRIES,KREISLER INDUSTRIES,85.71428571,
TRIER INDUSTRIES,TORTOISE INDUSTRIES,85.71428571,
TRIPLAN INTERNATIONAL,INTERNATIONAL PLATING,85.71428571,
TSW INDUSTRIES,INDUSTRIES TLT,85.71428571,
TSW INDUSTRIES,LES INDUSTRIES,85.71428571,
TSW INDUSTRIES,MAT INDUSTRIES,85.71428571,
TSW INDUSTRIES,MSP INDUSTRIES,85.71428571,
TSW INDUSTRIES,TEC INDUSTRIES,85.71428571,
TT PRECISION,TARGET PRECISION,85.71428571,
TURNCO,TURNCORP,85.71428571,
TURNMILL ENGINEERING,TNL ENGINEERING,85.71428571,
UBES,BES,85.71428571,
UMC INC,UCB INC,85.71428571,
US TECHNOLOGIES,KTECHNOLOGIES,85.71428571,
UTIL INDUSTRIES,LS INDUSTRIES,85.71428571,
VALCO MANUFACTURING,MC MANUFACTURING,85.71428571,
VALCO MANUFACTURING,WO MANUFACTURING,85.71428571,
VALE INDUSTRIES,LS INDUSTRIES,85.71428571,
VALE INDUSTRIES,VP INDUSTRIES,85.71428571,
VDL INDUSTRIES,ZML INDUSTRIES,85.71428571,
VDL INDUSTRIES,VSR INDUSTRIES,85.71428571,
VDL INDUSTRIES,PRL INDUSTRIES,85.71428571,
VDL INDUSTRIES,INDUSTRIES TLT,85.71428571,
VDL INDUSTRIES,LES INDUSTRIES,85.71428571,
VOSS INDUSTRIES,LS INDUSTRIES,85.71428571,
VOSS INDUSTRIES,SK INDUSTRIES,85.71428571,
VOSS INDUSTRIES,VP INDUSTRIES,85.71428571,
VOSS MANUFACTURING,RAO MANUFACTURING,85.71428571,
VOSS MANUFACTURING,SAE MANUFACTURING,85.71428571,
VOSS MANUFACTURING,SHP MANUFACTURING,85.71428571,
VP MACHINE,PRO MACHINE,85.71428571,
VR INTERNATIONAL,INTERNATIONAL PAPER,85.71428571,
VSR INDUSTRIES,LES INDUSTRIES,85.71428571,
VSR INDUSTRIES,MSP INDUSTRIES,85.71428571,
VSR INDUSTRIES,NRC INDUSTRIES,85.71428571,
VSR INDUSTRIES,PRL INDUSTRIES,85.71428571,
WADDELL ENGINEERING,JADE ENGINEERING,85.71428571,
WAREHOUSE CN QCC,WAREHOUSE QCC LANXI,85.71428571,
WAYNE MANUFACTURING,PE MANUFACTURING,85.71428571,
WAYNE MANUFACTURING,WO MANUFACTURING,85.71428571,
WBT MACHINE AND TOOL,WOLFE TOOL AND MACHINE,85.71428571,
WEBCO MANUFACTURING,MC MANUFACTURING,85.71428571,
WEBCO MANUFACTURING,PE MANUFACTURING,85.71428571,
WEEMS ENGINEERING,WERNER ENGINEERING,85.71428571,
WEG INDUSTRIES,JWF INDUSTRIES,85.71428571,
WEG INDUSTRIES,KEB INDUSTRIES,85.71428571,
WEG INDUSTRIES,LES INDUSTRIES,85.71428571,
WEG INDUSTRIES,MPG INDUSTRIES,85.71428571,
WEG INDUSTRIES,TEC INDUSTRIES,85.71428571,
WEG INDUSTRIES,TSW INDUSTRIES,85.71428571,
WEST,EST,85.71428571,
WGSP MANUFACTURING,S S MANUFACTURING,85.71428571,
WGSP MANUFACTURING,SAE MANUFACTURING,85.71428571,
WGSP MANUFACTURING,STS MANUFACTURING,85.71428571,
WGSP MANUFACTURING,PPC MANUFACTURING,85.71428571,
WHISPER MACHINE WORKS,WEBSTER MACHINE WORKS,85.71428571,
WILLMAN INDUSTRIES,LELAND INDUSTRIES,85.71428571,
WILLMAN INDUSTRIES,MILLAT INDUSTRIES,85.71428571,
WITS,ITS,85.71428571,
WRIGHT ENGINEERING,RIDGE ENGINEERING,85.71428571,
XEROTECH,ROTECH,85.71428571,
XINYU INDUSTRIAL,LIN YUEN INDUSTRIAL,85.71428571,
XL ENGINEERING,GA ENGINEERING,85.71428571,
XL ENGINEERING,GB ENGINEERING,85.71428571,
XL ENGINEERING,JR ENGINEERING,85.71428571,
YANN ENGINEERING,YANGBUM ENGINEERING,85.71428571,
ZIPPO MANUFACTURING,WO MANUFACTURING,85.71428571,
ZIPPO MANUFACTURING,PE MANUFACTURING,85.71428571,
ZML INDUSTRIES,LES INDUSTRIES,85.71428571,
ZML INDUSTRIES,M A INDUSTRIES,85.71428571,
ZML INDUSTRIES,MAT INDUSTRIES,85.71428571,
ZML INDUSTRIES,MPG INDUSTRIES,85.71428571,
ZML INDUSTRIES,MSP INDUSTRIES,85.71428571,
ZML INDUSTRIES,INDUSTRIES TLT,85.71428571,
IDERTIA SOLUCIONES INDUSTRIALES,ANANTA SOLUCIONES INDUSTRIALES,85.24590164,
VANDERLANDE MANUFACTURING USA INC,OVERLANDER MANUFACTURING INC,85.24590164,
ADP PRECISION ENGINEERING,DEESIDE PRECISION ENGINEERING,85.18518519,
AMS PRODUCTION MACHINING INC,BITEC PRODUCTION MACHINING,85.18518519,
BOYCE PRECISION ENGINEERING,CLARO PRECISION ENGINEERING,85.18518519,
CAROLINE PRECISION MACHINING,DAVIES PRECISION MACHINING,85.18518519,
ELITE SURFACE TECHNOLOGIES,ALBERTS SURFACE TECHNOLOGIES,85.18518519,
FRENCH ENGINEERING WORKS PTY,NOVA ENGINEERING WORKS PTY,85.18518519,
H AND H MACHINE SHOP OF RAVENNA,H AND H MACHINE RAVENNA,85.18518519,
HONGLIAN PRECISION INDUSTRY,FRANKLIN PRECISION INDUSTRY,85.18518519,
MACK TOOL AND ENGINEERING,PRIMEWAY TOOL AND ENGINEERING,85.18518519,
METAL CUTTING TECHNOLOGY P L,METAL CUTTING TECHNOLOGIES,85.18518519,
METAL CUTTING TECHNOLOGY PTY,METAL CUTTING TECHNOLOGIES,85.18518519,
MIDWEST PRECISION MANUFACTURING,PRECISION MANUFACTURING,85.18518519,
OGX INDUSTRIAL SUPPLIES SDN BHD,OGX INDUSTRIAL SUPPLIES,85.18518519,
POPP MACHINE AND TOOL INC,SUPERIOR MACHINE AND TOOL INC,85.18518519,
RDVE PRECISION ENGINEERING PTY,PS PRECISION ENGINEERING,85.18518519,
SLANEY PRECISION ENGINEERING,YIDA PRECISION ENGINEERING,85.18518519,
SPINDEX PRECISION ENGINEERING,TAE PRECISION ENGINEERING,85.18518519,
STARGATE PRECISION ENGINEERING,PS PRECISION ENGINEERING,85.18518519,
VALLEY TOOL AND MANUFACTURING,OHIO VALLEY MANUFACTURING,85.18518519,
VALLEY TOOL AND MANUFACTURING,GRAND VALLEY MANUFACTURIN,85.18518519,
WESTERN AMERICAN SPECIALTIES,AMERICAN ULTRA SPECIALTIES,85.18518519,
ANDERDON MACHINE AND TOOL,HANDK TOOL AND MACHINE,85.10638298,
BARRICKS MANUFACTURING,BARRETO MANUFACTURING INC,85.10638298,
BELVIEW INDUSTRIAL SUPPLY,BULL INDUSTRIAL SUPPLY,85.10638298,
BERTRAM TOOL AND MACHINE,CENTER MACHINE AND TOOL,85.10638298,
BULL INDUSTRIAL SUPPLY,COLBURN INDUSTRIAL SUPPLY,85.10638298,
DANDK PRECISION MACHINE,CLARKE PRECISION MACHINE,85.10638298,
GULLIVERS ENGINEERING CC,GULLWING ENGINEERING CC,85.10638298,
HIGH STRENGTH PLATESSUDBURY,HIGH STRENGTH PLATES,85.10638298,
IDEAL VACUUM PRODUCTS,VACUUM INDUSTRIAL PRODUCTS,85.10638298,
KD PRECISION ENGINEEING,PS PRECISION ENGINEERING,85.10638298,
MODERN MACHINE AND TOOL,PIONEER MACHINE AND TOOL,85.10638298,
PRIMETALS TECHNOLOGIES,BISON METALS TECHNOLOGIES,85.10638298,
TALLERES MECANICOS LERA,TALLERES MECANICOS DALGO,85.10638298,
TESSA PRECISION PRODUCTS,PRECISION WIRE PRODUCTS,85.10638298,
THREE M TOOL AND MACHINE,THAMES MACHINE AND TOOL,85.10638298,
VALLEY TECHNOLOGIES INCE,VEYANE TECHNOLOGIES INC,85.10638298,
ACME METAL PRODUCTS,ACCORD METAL PRODUCTS,85,
ACRODYNE MANUFACTURING,CROW MANUFACTURING,85,
ACRODYNE MANUFACTURING,ALCO MANUFACTURING,85,
ACRODYNE MANUFACTURING,AEON MANUFACTURING,85,
ADFAST MANUFACTURING,CAVIST MANUFACTURING,85,
ADFAST MANUFACTURING,BARODA MANUFACTURING,85,
ADFAST MANUFACTURING,AMANDA MANUFACTURING,85,
ADIEM ENGINEERING CNC,C AND C ENGINEERING,85,
AGRIPPA MANUFACTURING,ALPHA MANUFACTURING,85,
AH METAL SOLUTIONS,GALLOS METAL SOLUTIONS,85,
ALEXANDER MANUFACTURING,AER MANUFACTURING,85,
ALLOY HEAT TREATMENT,ALPHA HEAT TREATMENT,85,
AMANDA MANUFACTURING,BARODA MANUFACTURING,85,
AMERICAN MANUFACTURING,ANCA MANUFACTURING,85,
AMERICAN MANUFACTURING,AEON MANUFACTURING,85,
AMERICAN PRODUCTS,AMERICAN STEEL PRODUCTS,85,
ASHLEIGH ENGINEERING,ASHGARTH ENGINEERING,85,
B AND B MANUFACTURING,MANDR MANUFACTURING,85,
BARRICKS MANUFACTURING,MACK MANUFACTURING,85,
BARRICKS MANUFACTURING,BECK MANUFACTURING,85,
BILLCO MANUFACTURING,GULFCO MANUFACTURING,85,
BLEASE ENGINEERING,BLACKSTEEL ENGINEERING,85,
BRILEY MANUFACTURING,BILLCO MANUFACTURING,85,
BRUMALL MANUFACTURING,MAC B MANUFACTURING,85,
BRUMALL MANUFACTURING,BIMBA MANUFACTURING,85,
BUCHNER MANUFACTURING,HENRY MANUFACTURING,85,
BUCHNER MANUFACTURING,BAKER MANUFACTURING,85,
BURGESS MANUFACTURING,BUSCH MANUFACTURING,85,
C AND R MANUFACTURING,MANDR MANUFACTURING,85,
C AND R MANUFACTURING,FANDB MANUFACTURING,85,
CAB POWDER COATING,NOR CAL POWDER COATING,85,
CALLEN MANUFACTURING,HAMILL MANUFACTURING,85,
CALLEN MANUFACTURING,CHAPIN MANUFACTURING,85,
CALLEN MANUFACTURING,CARTER MANUFACTURING,85,
CALLEN MANUFACTURING,CANTEC MANUFACTURING,85,
CARDINAL MANUFACTURING,ANCA MANUFACTURING,85,
CARLING TECHNOLOGIES,AVALIGN TECHNOLOGIES,85,
CARRIER MANUFACTURING,BAKER MANUFACTURING,85,
CAVIST MANUFACTURING,CHAPIN MANUFACTURING,85,
CAVIST MANUFACTURING,CARTER MANUFACTURING,85,
CAVIST MANUFACTURING,CANTEC MANUFACTURING,85,
CHAPIN MANUFACTURING,CANTEC MANUFACTURING,85,
COPAS TECHNOLOGIES,MICROCAST TECHNOLOGIES,85,
CULHANE ENGINEERING,CHALLENGE ENGINEERING,85,
DBA KANDM MANUFACTURING,A D MANUFACTURING,85,
DCI METAL FINISHING,ELITE METAL FINISHING,85,
DCI METAL FINISHING,AOTCO METAL FINISHING,85,
DCS ENGINEERING PTY,ADLAM ENGINEERING PTY,85,
DELTECH MANUFACTURING,EAGLE MANUFACTURING,85,
DELTECH MANUFACTURING,ADEPT MANUFACTURING,85,
DEMMER MANUFACTURING,DORNER MANUFACTURING,85,
DENYERS INTERNATIONAL,INTERNATIONAL FENCE,85,
DORNER MANUFACTURING,CARTER MANUFACTURING,85,
DORNER MANUFACTURING,BOWERS MANUFACTURING,85,
DP TOOL AND MACHINE,CECO MACHINE AND TOOL,85,
E AND R POWDER COATING,J R POWDER COATING,85,
EAGLEWARE MANUFACTURING,AER MANUFACTURING,85,
EBERHARD MANUFACTURING,HERD MANUFACTURING,85,
EDGE POWDER COATING,KEISER POWDER COATING,85,
ENGINEERING AND CYCLE,AK COLE ENGINEERING,85,
EUCLID HEAT TREATING,ELMIRA HEAT TREATING,85,
FARMCO MANUFACTURING,GULFCO MANUFACTURING,85,
FARMCO MANUFACTURING,BARODA MANUFACTURING,85,
GALLOS METAL SOLUTIONS,GH METAL SOLUTIONS,85,
GARDENA MANUFACTURING,KAREL MANUFACTURING,85,
GARDENA MANUFACTURING,ADEPT MANUFACTURING,85,
GARMIN INTERNATIONAL,BARNES INTERNATIONAL,85,
GENERAL TECHNOLOGIES,GENSTAR TECHNOLOGIES,85,
GIL MACHINE AND TOOL,KPS MACHINE AND TOOL,85,
GILLEN MACHINE TOOLS,HELLER MACHINE TOOLS,85,
GLOBAL MANUFACTURING,GULFCO MANUFACTURING,85,
HAMILL MANUFACTURING,BILLCO MANUFACTURING,85,
HAMILL MANUFACTURING,HARRIS MANUFACTURING,85,
HAMILL MANUFACTURING,CHAPIN MANUFACTURING,85,
HANG YIU INTERNATIONAL,HANA INTERNATIONAL,85,
HANSEN MANUFACTURING,CALLEN MANUFACTURING,85,
HARRISON MANUFACTURING,AEON MANUFACTURING,85,
HAYNES INTERNATIONAL,HASKEL INTERNATIONAL,85,
HENRY MANUFACTURING,CHARTER MANUFACTURING,85,
HICKMAN MANUFACTURING,MANDR MANUFACTURING,85,
HICKMAN MANUFACTURING,BIMBA MANUFACTURING,85,
HOTZLER WERKZEUGBAU,WERKZEUGBAU HOLZHAUER,85,
HYPERCUT MANUFACTURING,HERD MANUFACTURING,85,
HYPERCUT MANUFACTURING,CURT MANUFACTURING,85,
IGD MACHINE AND TOOL,KPS MACHINE AND TOOL,85,
IKI MANUFACTURING INC,KINZE MANUFACTURING,85,
IMAGE MANUFACTURING,HICKMAN MANUFACTURING,85,
INDUCTION SERVICES,THAI INDUCTION SERVICE,85,
INVENTURE ENGINEERING,INVOTEC ENGINEERING,85,
J AND L MANUFACTURING,MANDR MANUFACTURING,85,
J AND L MANUFACTURING,FANDB MANUFACTURING,85,
J AND S MACHINE WORKS,HANDH MACHINE WORKS,85,
J R POWDER COATING,R AND L POWDER COATING,85,
KAREL MANUFACTURING,CHARTER MANUFACTURING,85,
KAREL MANUFACTURING,CARRIER MANUFACTURING,85,
KNOWLTON MANUFACTURING,LYON MANUFACTURING,85,
KONSTANT MANUFACTURING,JONA MANUFACTURING,85,
LAFAYETTE MANUFACTURING,FTT MANUFACTURING,85,
LARSENS MANUFACTURING,KAREL MANUFACTURING,85,
LARSENS MANUFACTURING,HAYES MANUFACTURING,85,
LEADING TECHNOLOGIES,CARLING TECHNOLOGIES,85,
LEGENDS MANUFACTURING,EAGLE MANUFACTURING,85,
LEGGERA TECHNOLOGIES,GENERAL TECHNOLOGIES,85,
LENNOX MANUFACTURING,CALLEN MANUFACTURING,85,
LIANG XIN INDUSTRIAL,YING MING INDUSTRIAL,85,
LIANG XIN INDUSTRIAL,WING YING INDUSTRIAL,85,
LIBURDI ENGINEERING,LISNABRIN ENGINEERING,85,
LIST INDUSTRIES INC,WRIGHT INDUSTRIES INC,85,
LOUDON INDUSTRIES INC,ZION INDUSTRIES INC,85,
MACRO INDUSTRIES INC,WEBCO INDUSTRIES INC,85,
MANUFACTURING SYSTEMS,TESKE MANUFACTURING,85,
MANUFACTURING SYSTEMS,MANUFACTURING SALES,85,
MARION MANUFACTURING,METRIC MANUFACTURING,85,
MARION MANUFACTURING,MCLANE MANUFACTURING,85,
MARKALOY MANUFACTURING,MARS MANUFACTURING,85,
MARKALOY MANUFACTURING,TROY MANUFACTURING,85,
MARKALOY MANUFACTURING,PARK MANUFACTURING,85,
MCGILL MANUFACTURING,MCLANE MANUFACTURING,85,
MERGON INTERNATIONAL,KYMERA INTERNATIONAL,85,
METALEX MANUFACTURING,MANUFACTURING SALES,85,
MILBANKS MANUFACTURING,MARS MANUFACTURING,85,
MILTON MANUFACTURING,MCLANE MANUFACTURING,85,
MILTON MANUFACTURING,MCGILL MANUFACTURING,85,
MODINE MANUFACTURING,MILTON MANUFACTURING,85,
MODINE MANUFACTURING,MCLANE MANUFACTURING,85,
MODINE MANUFACTURING,MARION MANUFACTURING,85,
NEW ENGLAND PRECISION,NANDE PRECISION ENG,85,
OCIDE CONSTRUCCION,CONSTRUCCIONES ECHAIDE,85,
ONVLEE ENGINEERING PTY,NJ ENGINEERING PTY,85,
PARAMOUNT MANUFACTURING,RAO MANUFACTURING,85,
PETERSON MANUFACTURING,ZERO MANUFACTURING,85,
PETERSON MANUFACTURING,TROY MANUFACTURING,85,
PETERSON MANUFACTURING,SOHN MANUFACTURING,85,
PRECISION TOOL AND DIE,PRIOR TOOL AND DIE,85,
RICHARDS MANUFACTURING,RIMA MANUFACTURING,85,
RICHARDS MANUFACTURING,MARS MANUFACTURING,85,
ROACH MANUFACTURING,TRANSCO MANUFACTURING,85,
RW MACHINE AND TOOL,TENK MACHINE AND TOOL,85,
SARGENT MANUFACTURING,MANUFACTURING SALES,85,
SARNS INDUSTRIES INC,MACRO INDUSTRIES INC,85,
SENSOR MANUFACTURING,PRENCO MANUFACTURING,85,
SETINA MANUFACTURING,VERNAY MANUFACTURING,85,
SETINA MANUFACTURING,SENSOR MANUFACTURING,85,
SETINA MANUFACTURING,METRIC MANUFACTURING,85,
SHILDON MANUFACTURING,STONY MANUFACTURING,85,
SHILOH INDRUSTRIES INC,LOC INDUSTRIES INC,85,
SNYDER MANUFACTURING,SENSOR MANUFACTURING,85,
SOLDY MANUFACTURING,SHILDON MANUFACTURING,85,
SOLDY MANUFACTURING,TOWNLEY MANUFACTURING,85,
SOUTHCO MANUFACTURING,STONY MANUFACTURING,85,
SP MANUFACTURING PTE,STATES MANUFACTURING,85,
STAR POWDER COATING,SKAGIT POWDER COATING,85,
STATES MANUFACTURING,SENSOR MANUFACTURING,85,
STATES MANUFACTURING,SETINA MANUFACTURING,85,
SUPERIOR MANUFACTURING,ZERO MANUFACTURING,85,
TECSAW INTERNATIONAL,SOTECO INTERNATIONAL,85,
TENDON MANUFACTURING,PRENCO MANUFACTURING,85,
TENDON MANUFACTURING,MILTON MANUFACTURING,85,
TENDON MANUFACTURING,SENSOR MANUFACTURING,85,
THURSTON MANUFACTURING,TROY MANUFACTURING,85,
THURSTON MANUFACTURING,SOHN MANUFACTURING,85,
TONNARD MANUFACTURING,STONY MANUFACTURING,85,
TRANSCO MANUFACTURING,NEWCO MANUFACTURING,85,
TRIANGLE MANUFACTURING,RIMA MANUFACTURING,85,
TRIPLAN INTERNATIONAL,IPSEN INTERNATIONAL,85,
ULTRA METAL FINISHING,ROY METAL FINISHING,85,
UNIVERSAL HEAT TREATING,USA HEAT TREATING,85,
UNLMACH MANUFACTURING,ROACH MANUFACTURING,85,
US BOLT MANUFACTURING,BOYET MANUFACTURING,85,
VALCO MANUFACTURING,TRANSCO MANUFACTURING,85,
VERNAY MANUFACTURING,NATAYO MANUFACTURING,85,
VERTEX MANUFACTURING,VERNAY MANUFACTURING,85,
VIELER INTERNATIONAL,NESPER INTERNATIONAL,85,
WARREN MANUFACTURING,PRENCO MANUFACTURING,85,
WARREN MANUFACTURING,MARION MANUFACTURING,85,
WAYNE MANUFACTURING,TOWNLEY MANUFACTURING,85,
WEBCO INDUSTRIES INC,WIESE INDUSTRIES INC,85,
WESCO INTERNATIONAL,MESHTEC INTERNATIONAL,85,
